Time_sec,Healthy,Unbalance,Misalignment,Bearing_Outer_Race,Bearing_Inner_Race,Gear_Mesh_Fault
0.0,0.05071577111401068,-0.009712352442672332,-0.01805529755820571,0.0,0.0,-0.02064984871236495
0.00016666666666666666,-0.0014138174849736684,0.06898161377462583,0.05042686005613649,-0.1047669854764507,-0.3062043641228674,0.35421132895556495
0.0003333333333333333,0.026100812722082877,0.0705940167211819,0.11838124879325142,0.4586054681823042,-0.22518975550139878,0.4804116864381217
0.0005,0.04986881381730096,0.07054085882934058,-0.010206568112535147,0.11989872202121421,-0.2977989017795249,0.743988188616051
0.0006666666666666666,0.02646560256694954,0.11001137779703365,0.07662234544330548,0.4843230268700358,0.21499449151012964,0.8236314194375303
0.0008333333333333333,0.06263575320327079,0.20077302930121133,0.30085269729021247,-0.28698560842442644,0.04693033951206862,1.1182385858567974
0.001,0.0749258142585519,0.2170073064638956,0.3539003455253803,0.3429617338597262,1.3515569165515506,1.376015051377454
0.0011666666666666665,0.03461556736825439,0.3172905353049168,0.38033442586050203,-0.158476436130273,-0.21455062191549112,1.437090257408357
0.0013333333333333333,0.1300056950358467,0.2855769457519082,0.42056008931012484,0.4839624263173151,-0.03313288336026081,1.2802695361716177
0.0015,0.1296113978932782,0.3005899820980982,0.49085948273871,-0.003890018309442425,-0.49249618266370054,1.4533033037812613
0.0016666666666666666,0.10484392853097615,0.2743888222572707,0.46643115385332073,0.09270509831248422,0.09270509831248454,1.3408749277716083
0.0018333333333333333,0.1303487202622449,0.3290734920255967,0.5188382572386645,-0.04185654833846374,-0.5470103325137659,1.33807915585617
0.002,0.16240880229977372,0.4269467867179283,0.6280305824890557,0.5787195622103732,0.4795387878406986,1.0672053583336094
0.0021666666666666666,0.1510184637981628,0.45598226466681263,0.5744390470587889,-0.11658562607296741,-0.18764244330689686,0.8894333132012789
0.002333333333333333,0.16302924426585264,0.5649863394412925,0.6839365875809092,-0.11989417990116899,-0.4232696615935989,0.5875525718300989
0.0025,0.13799895752109498,0.46436802140505085,0.748185562911512,1.154105494002372,0.13619714992186438,0.42792575141249717
0.0026666666666666666,0.20933887899744275,0.5685238290173982,0.7105614040062475,0.24219837671325067,-0.2870160159603192,0.1717779112489567
0.002833333333333333,0.20733299345875963,0.5568255290737094,0.8761250794026435,0.09584338757451837,0.12939769409198346,0.06014571096159771
0.003,0.2225645157043976,0.47065417321698777,0.8589947396537555,0.1652705811135497,0.3283973200114468,-0.36212433573648445
0.0031666666666666666,0.17903761518475703,0.5526300492743325,0.8644521519010512,0.21384678062225065,-0.013687121136275154,-0.4571998636251263
0.003333333333333333,0.2846350916525835,0.6627652842858862,0.8442332746592003,0.1763355756877422,0.17633557568773922,-0.7820398029338866
0.0035,0.2497928875248813,0.6548134064953062,0.9822914056470005,0.10943110282173393,0.2593916754507687,-0.8501526599439689
0.0036666666666666666,0.24335539760088423,0.6639892082151482,0.9009123729130142,-0.06149571155221145,0.1991030167146716,-1.1052392817903762
0.003833333333333333,0.3253969127522941,0.7928376978756939,1.0568055990264325,0.23728791284050593,-0.21213740261800595,-1.207599431838056
0.004,0.2724572614756561,0.7416732323714609,1.0873225955723371,0.4272783474700159,0.3926736019767699,-1.2290406540791936
0.004166666666666667,0.23932235150022177,0.7959787482510737,0.982537126882847,-0.04913488999818111,0.21213203435596595,-1.2560419465697668
0.004333333333333333,0.279430615305734,0.8476277024602156,1.0778940845210472,0.4268648796981943,0.028296816108288936,-0.972591250789773
0.0045,0.23139497479303217,0.800205815339008,1.1662146574290084,0.16970658072114791,0.6369826548290227,-0.9841402534242698
0.004666666666666666,0.3396871935906133,0.886639220892894,1.0740535319089295,0.5953528620802583,-0.06619363228713321,-0.9391983562138517
0.004833333333333334,0.3035677753946756,0.8130742390676592,1.0442464723166807,0.19478799527854568,-0.07422000568748749,-0.7076711799015495
0.005,0.301330191993842,0.8168859130902734,1.1056934033754309,0.24270509831248466,0.24270509831248474,-0.7661046527923921
0.005166666666666667,0.36300633365708956,0.975656260563157,1.0422322789032563,0.20339185976338323,0.191865149162475,-0.3457386142850967
0.005333333333333333,0.28819890251863084,1.005722585488284,1.0780356376319251,0.8137100762369521,0.08688729815775983,-0.44159489947909714
0.0055,0.36035969149136016,0.9905896656447742,0.9797527933185757,0.4097871840169417,0.403785793199564,-0.13502922279677476
0.005666666666666666,0.28859022792391015,0.9216861706552474,1.0165668388893239,0.005564889132228523,0.08432692844763143,0.09451013163105844
0.005833333333333333,0.3365378294853429,0.9618484885882469,1.0584503316622207,-0.5776006893881758,0.26730195725651457,0.21628475716665518
0.006,0.3258042256184159,0.942665959471872,1.0334124494597505,0.26371606862642033,0.8751617296418216,0.37200719261481985
0.006166666666666667,0.41096111908999816,0.9567408041548934,1.0059062268754684,0.15252020827143012,0.13658183066462676,0.5505509058803532
0.006333333333333333,0.42489542069318054,1.0318109634873083,0.9485091204183685,-0.13189734836532196,0.034405311789146964,0.6770940747926271
0.0065,0.3664698950242982,1.0090194818193625,0.9356654486920598,0.7523011501592296,-0.4160820259182233,0.7918267374897279
0.006666666666666666,0.4056446037823675,1.114339048569859,0.9897957896695002,0.28531695488854625,0.28531695488855446,0.7661985776017248
0.006833333333333333,0.3787178822332067,0.9671172786686796,0.943262940374888,0.11064430504302802,-0.06345447354661815,0.8849001571614462
0.007,0.4044751210712919,1.0365008699036917,0.9554739715059958,-0.4475912273033934,0.15521725553310808,0.7862359852397789
0.007166666666666667,0.367781588882855,1.0040993339775095,0.8836307486871775,0.017936242955257087,0.9303768199989926,0.7171975601326513
0.007333333333333333,0.34166472419646376,1.005994545554122,0.8502348198214229,0.35020494958804105,0.10517810331661887,0.7356900857069629
0.0075,0.34098237648366286,1.195809596429306,0.8029764952475457,0.22293390434772453,0.2963065021785411,0.6520422664840378
0.007666666666666666,0.4083395360785165,1.1832339133803718,0.8746208321605078,0.40418939692236144,0.7790738951389389,0.5418813453950898
0.007833333333333333,0.465652637425463,1.120235617913507,0.7705555238588785,0.09458894269345175,0.16368019130138148,0.22742044082085158
0.008,0.4072930402865453,1.1291923389080536,0.7171870526250826,0.8263265872420045,0.1513503072270721,0.1846328676642569
